chr	id	rsid	description	level
chr9	139327869	rs10735662	Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|Footprinting|HSF1, Motifs|PWM|HSF1, Motifs|PWM|Bsx, Motifs|PWM|Dlx5, Chromatin_Structure|DNase-seq|Helas3Ifna4h, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|DNase-seq|Medullo, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|DNase-seq|H9es, Chromatin_Structure|DNase-seq|Progfib, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|DNase-seq|Caco2, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Hmec	1f
chr9	139335599	rs1127152	Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Helas3Ifna4h, Chromatin_Structure|FAIRE|Helas3	1f
chr9	139364585	rs11145756	Single_Nucleotides|eQTL|CARD9, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|SDCCAG3, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Motifs|Footprinting|HNF3, Motifs|Footprinting|HNF3, Motifs|PWM|HNF3, Motifs|Footprinting|HNF3beta, Motifs|Footprinting|HNF3beta, Motifs|Footprinting|HNF3beta, Motifs|Footprinting|HNF3beta, Motifs|Footprinting|HNF3beta, Motifs|Footprinting|HNF3beta, Motifs|Footprinting|HNF3beta, Motifs|Footprinting|HNF3beta, Motifs|Footprinting|HNF3beta, Motifs|PWM|HNF3beta, Motifs|Footprinting|HNF3beta, Motifs|Footprinting|HNF3beta, Motifs|Footprinting|HNF3beta, Motifs|Footprinting|HNF3beta, Motifs|Footprinting|HNF3beta, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|DNase-seq|Panislets, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|DNase-seq|Melano, Chromatin_Structure|DNase-seq|Hae, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|Medullo, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Huh7	1f
chr9	139371786	rs6560632	Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Helas3Ifna4h, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Panislets, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|DNase-seq|Medullo, Chromatin_Structure|DNase-seq|Osteobl	1f
chr9	139375962	rs4378078	Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Chromatin_Structure|DNase-seq|Gm12878	1f
chr9	139376426	rs4379550	Single_Nucleotides|eQTL|CARD9, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|SDCCAG3, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Single_Nucleotides|eQTL|INPP5E, Motifs|Footprinting|C/EBP, Motifs|Footprinting|C/EBP, Motifs|Footprinting|C/EBP, Motifs|Footprinting|C/EBP, Motifs|Footprinting|C/EBP, Motifs|Footprinting|C/EBP, Motifs|Footprinting|C/EBP, Motifs|PWM|C/EBP, Chromatin_Structure|DNase-seq|Helas3Ifna4h, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|FAIRE|K562, Chromatin_Structure|FAIRE|Gm12892, Protein_Binding|ChIP-seq|SPDEF	1b
chr12	9910164	rs4763879	Single_Nucleotides|eQTL|CLEC2B, Single_Nucleotides|eQTL|CLEC2D, Single_Nucleotides|eQTL|DCAL1, Motifs|PWM|P50:P50, Chromatin_Structure|FAIRE|Gm19239, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|CREBBP	1f
chr12	56389293	rs705700	Single_Nucleotides|eQTL|RPS26, Motifs|PWM|NF-AT, Motifs|Footprinting|NF-AT, Motifs|Footprinting|NF-AT, Chromatin_Structure|DNase-seq|Hrpe, Chromatin_Structure|DNase-seq|Werirb1, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|DNase-seq|Caco2, Chromatin_Structure|DNase-seq|Hepg2, Protein_Binding|ChIP-seq|HNF4A	1b
chr12	56390636	rs705702	Single_Nucleotides|eQTL|RPS26, Single_Nucleotides|eQTL|RPS26, Single_Nucleotides|eQTL|CCDC4, Single_Nucleotides|eQTL|FLJ20280, Single_Nucleotides|eQTL|LOC441377, Single_Nucleotides|eQTL|LOC441502, Single_Nucleotides|eQTL|LOC644934, Single_Nucleotides|eQTL|MADCAM1, Single_Nucleotides|eQTL|MAGEC1, Single_Nucleotides|eQTL|RPS26, Single_Nucleotides|eQTL|RPS26P10, Single_Nucleotides|eQTL|SUOX, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|FAIRE|K562, Chromatin_Structure|DNase-seq|Phte, Chromatin_Structure|DNase-seq|A549, Chromatin_Structure|FAIRE|Hepg2, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|DNase-seq|Hah, Chromatin_Structure|DNase-seq|Progfib, Chromatin_Structure|DNase-seq|Aosmc, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|Hepg2, Chromatin_Structure|DNase-seq|Helas3Ifna4h, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Hpde6e6e7, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|Fibrop, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|Gm19240, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|H9es, Chromatin_Structure|DNase-seq|Medullo, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|DNase-seq|Htr8, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Melano, Chromatin_Structure|DNase-seq|Osteobl, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|FAIRE|Gm19239, Chromatin_Structure|DNase-seq|Fibrobl, Protein_Binding|ChIP-seq|CEBPB, Protein_Binding|ChIP-seq|FOXA1, Protein_Binding|ChIP-seq|GATA1, Protein_Binding|ChIP-seq|HNF4A, Protein_Binding|ChIP-seq|HNF4A	1f
chr12	56401085	rs10876864	Single_Nucleotides|eQTL|RPS26, Single_Nucleotides|eQTL|RPS26, Single_Nucleotides|eQTL|RPS26, Single_Nucleotides|eQTL|RPS26, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|DNase-seq|Helas3Ifna4h, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|FAIRE|Hepg2, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|DNase-seq|Progfib, Chromatin_Structure|DNase-seq|Hepg2, Chromatin_Structure|DNase-seq|Phte, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Gm19240, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|DNase-seq|Hasp, Chromatin_Structure|DNase-seq|H9es, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|A549, Chromatin_Structure|DNase-seq|Osteobl, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|DNase-seq|Panislets, Chromatin_Structure|DNase-seq|Urotsa, Chromatin_Structure|DNase-seq|Myometr, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Melano, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|Fibrop, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Htr8, Chromatin_Structure|DNase-seq|Fibrobl, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|UrotsaUt189, Chromatin_Structure|DNase-seq|Panisd, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Medullo, Chromatin_Structure|DNase-seq|Hpde6e6e7, Chromatin_Structure|FAIRE|Gm12892, Chromatin_Structure|FAIRE|Gm18507, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Hepatocytes, Chromatin_Structure|FAIRE|K562, Chromatin_Structure|FAIRE|Gm19239, Chromatin_Structure|DNase-seq|Aosmc, Chromatin_Structure|DNase-seq|Hrgec, Chromatin_Structure|DNase-seq|Hcfaa, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Hpf, Chromatin_Structure|DNase-seq|Hpaf, Chromatin_Structure|DNase-seq|Hnpce, Chromatin_Structure|DNase-seq|Hmveclbl, Chromatin_Structure|DNase-seq|Hah, Chromatin_Structure|DNase-seq|Hac, Chromatin_Structure|DNase-seq|Aoaf, Chromatin_Structure|DNase-seq|Nhdfad, Chromatin_Structure|DNase-seq|Nhdfneo, Chromatin_Structure|DNase-seq|Hrpe, Chromatin_Structure|DNase-seq|Hpdlf, Chromatin_Structure|DNase-seq|Hmvecdneo, Chromatin_Structure|DNase-seq|Hff, Chromatin_Structure|DNase-seq|Hconf, Chromatin_Structure|DNase-seq|Hcm, Chromatin_Structure|DNase-seq|Hae, Chromatin_Structure|DNase-seq|Gm12865, Chromatin_Structure|DNase-seq|Gm06990, Chromatin_Structure|DNase-seq|Be2c, Chromatin_Structure|DNase-seq|Ag04450, Chromatin_Structure|DNase-seq|Nhlf, Chromatin_Structure|DNase-seq|Panc1, Chromatin_Structure|DNase-seq|Werirb1, Chromatin_Structure|DNase-seq|Hl60, Chromatin_Structure|DNase-seq|Th1, Chromatin_Structure|DNase-seq|Rptec, Chromatin_Structure|DNase-seq|Monocd14, Chromatin_Structure|DNase-seq|Hrce, Chromatin_Structure|DNase-seq|Hmvecdblneo, Chromatin_Structure|DNase-seq|Hgf, Chromatin_Structure|DNase-seq|Hbmec, Chromatin_Structure|DNase-seq|Ag10803, Chromatin_Structure|DNase-seq|Sknmc, Chromatin_Structure|DNase-seq|Skmc, Chromatin_Structure|DNase-seq|Nha, Chromatin_Structure|DNase-seq|Hffmyc, Chromatin_Structure|DNase-seq|Hcpe, Chromatin_Structure|DNase-seq|Bj, Chromatin_Structure|DNase-seq|Ag09319, Chromatin_Structure|DNase-seq|Ag09309, Chromatin_Structure|DNase-seq|Wi38, Chromatin_Structure|DNase-seq|Saec, Chromatin_Structure|DNase-seq|Nb4, Chromatin_Structure|DNase-seq|Hmf, Chromatin_Structure|DNase-seq|Hipe, Chromatin_Structure|DNase-seq|Hvmf, Protein_Binding|ChIP-seq|GABPA, Protein_Binding|ChIP-seq|SMARCC1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|SMARCB1, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|ELK4, Protein_Binding|ChIP-seq|NR2C2, Protein_Binding|ChIP-seq|TBP, Protein_Binding|ChIP-seq|NR2C2, Protein_Binding|ChIP-seq|JUND, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|GTF2F1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|IRF1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|HEY1, Protein_Binding|ChIP-seq|HEY1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|IRF4, Protein_Binding|ChIP-seq|IRF4, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|POU2F2, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|SRF, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|SP1, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|SIN3A, Protein_Binding|ChIP-seq|EP300, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|SRF, Protein_Binding|ChIP-seq|SRF, Protein_Binding|ChIP-seq|SIN3A, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|EP300, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|ZNF143, Protein_Binding|ChIP-seq|NFKB1, Protein_Binding|ChIP-seq|MXI1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|RFX5, Protein_Binding|ChIP-seq|SMC3, Protein_Binding|ChIP-seq|E2F4, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|MYC, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|ELF1, Protein_Binding|ChIP-seq|HNF4A, Protein_Binding|ChIP-seq|ETS1, Protein_Binding|ChIP-seq|EP300, Protein_Binding|ChIP-seq|EP300, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|NR2C2	1f
chr12	56403577	rs772921	Single_Nucleotides|eQTL|RAB5B, Single_Nucleotides|eQTL|RPS26, Protein_Binding|ChIP-seq|HNF4A	1f
chr12	56435412	rs705704	Single_Nucleotides|eQTL|RAB5B, Single_Nucleotides|eQTL|RPS26, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|DNase-seq|Gm12878, Chromatin_Structure|DNase-seq|Htr8, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|DNase-seq|A549, Chromatin_Structure|DNase-seq|Urotsa, Chromatin_Structure|DNase-seq|Huvec, Chromatin_Structure|DNase-seq|Gm19238, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|H9es, Chromatin_Structure|DNase-seq|Nhek, Chromatin_Structure|DNase-seq|Helas3Ifna4h, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|DNase-seq|UrotsaUt189, Chromatin_Structure|DNase-seq|Helas3, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|Panisd, Chromatin_Structure|DNase-seq|Gm19239, Chromatin_Structure|DNase-seq|Stellate, Chromatin_Structure|DNase-seq|Aosmc, Chromatin_Structure|DNase-seq|Hepg2, Chromatin_Structure|DNase-seq|Gm19240, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|K562, Chromatin_Structure|DNase-seq|Hsmm, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|8988t, Chromatin_Structure|DNase-seq|Hmec, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|FAIRE|Hepg2, Chromatin_Structure|FAIRE|Nhek, Chromatin_Structure|DNase-seq|Hsmmt, Chromatin_Structure|DNase-seq|Panislets, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|FAIRE|Huvec, Chromatin_Structure|DNase-seq|Medullo, Chromatin_Structure|DNase-seq|Chorion, Chromatin_Structure|FAIRE|Gm19239, Chromatin_Structure|FAIRE|Gm12891, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|DNase-seq|Fibrobl, Chromatin_Structure|DNase-seq|Osteobl, Chromatin_Structure|FAIRE|Helas3, Chromatin_Structure|FAIRE|Mcf7, Chromatin_Structure|FAIRE|Gm12878, Chromatin_Structure|DNase-seq|Th2, Chromatin_Structure|DNase-seq|Sknshra, Chromatin_Structure|DNase-seq|Phte, Chromatin_Structure|DNase-seq|Gm12891, Chromatin_Structure|DNase-seq|Gliobla, Chromatin_Structure|FAIRE|Gm18507, Chromatin_Structure|DNase-seq|Melano, Chromatin_Structure|FAIRE|K562, Chromatin_Structure|DNase-seq|Fibrop, Chromatin_Structure|DNase-seq|Myometr, Chromatin_Structure|DNase-seq|Hpde6e6e7, Chromatin_Structure|DNase-seq|Gm18507, Chromatin_Structure|DNase-seq|Progfib, Protein_Binding|ChIP-seq|CREBBP, Protein_Binding|ChIP-seq|GABPA, Protein_Binding|ChIP-seq|GATA1, Protein_Binding|ChIP-seq|HNF4A, Protein_Binding|ChIP-seq|SPDEF, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|YY1, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|ELF1, Protein_Binding|ChIP-seq|HNF4A, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|HEY1, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|TAF7, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|SPI1, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|CDX2, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|TAF1, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|SMC3, Protein_Binding|ChIP-seq|SMC3, Protein_Binding|ChIP-seq|GTF2B, Protein_Binding|ChIP-seq|POLR2A, Protein_Binding|ChIP-seq|RAD21, Protein_Binding|ChIP-seq|SMC3, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CTCF, Protein_Binding|ChIP-seq|CDX2	1f
chr12	56474379	rs3741499	Single_Nucleotides|eQTL|RPS26, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Phte, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|H9es, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|Hepg2, Chromatin_Structure|DNase-seq|Gm12891, Protein_Binding|ChIP-seq|CDX2, Protein_Binding|ChIP-seq|CDX2, Protein_Binding|ChIP-seq|ZBTB7A, Protein_Binding|ChIP-seq|CREBBP	1f
chr12	56474480	rs4759229	Single_Nucleotides|eQTL|RPS26, Chromatin_Structure|DNase-seq|Cll, Chromatin_Structure|DNase-seq|Gm12892, Chromatin_Structure|DNase-seq|Phte, Chromatin_Structure|DNase-seq|Mcf7, Chromatin_Structure|DNase-seq|T47d, Chromatin_Structure|FAIRE|Hepg2, Chromatin_Structure|DNase-seq|H1hesc, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|Huh7, Chromatin_Structure|DNase-seq|Huh75, Chromatin_Structure|DNase-seq|Lncap, Chromatin_Structure|DNase-seq|H9es, Chromatin_Structure|DNase-seq|Ips, Chromatin_Structure|DNase-seq|Hepg2, Chromatin_Structure|DNase-seq|Gm12891, Protein_Binding|ChIP-seq|CDX2, Protein_Binding|ChIP-seq|CDX2, Protein_Binding|ChIP-seq|HNF4A, Protein_Binding|ChIP-seq|CREBBP	1f
chr12	56478002	rs10876870	Single_Nucleotides|eQTL|RPS26, Protein_Binding|ChIP-seq|MAFK	1f
